yearstart,yearend,locationabbr,locationdesc,datasource,class,topic,question,data_value_type,data_value,data_value_alt,low_confidence_limit,high_confidence_limit,sample_size,income,geolocation,classid,topicid,questionid,datavaluetypeid,locationid,stratificationcategory1,stratification1,stratificationcategoryid1,stratificationid1,age_years,race_ethnicity,data_value_footnote_symbol,data_value_footnote,education,sex,total
2011,2011,AL,Alabama,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,34.8,34.8,31.3,38.5,1367,"$15,000 - $24,999","{'latitude': '32.840571122', 'longitude': '-86.631860762', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q036,VALUE,01,Income,"$15,000 - $24,999",INC,INC1525,,,,,,,
2011,2011,AL,Alabama,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,35.8,35.8,31.1,40.8,757,"$25,000 - $34,999","{'latitude': '32.840571122', 'longitude': '-86.631860762', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q036,VALUE,01,Income,"$25,000 - $34,999",INC,INC2535,,,,,,,
2011,2011,AL,Alabama,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,32.3,32.3,28.0,36.8,861,"$35,000 - $49,999","{'latitude': '32.840571122', 'longitude': '-86.631860762', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q036,VALUE,01,Income,"$35,000 - $49,999",INC,INC3550,,,,,,,
2011,2011,AL,Alabama,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,34.1,34.1,29.7,38.8,785,"$50,000 - $74,999","{'latitude': '32.840571122', 'longitude': '-86.631860762', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q036,VALUE,01,Income,"$50,000 - $74,999",INC,INC5075,,,,,,,
2011,2011,AL,Alabama,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,28.8,28.8,25.4,32.5,1125,"$75,000 or greater","{'latitude': '32.840571122', 'longitude': '-86.631860762', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q036,VALUE,01,Income,"$75,000 or greater",INC,INC75PLUS,,,,,,,
2011,2011,AL,Alabama,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,16.3,16.3,12.6,20.9,356,,"{'latitude': '32.840571122', 'longitude': '-86.631860762', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q036,VALUE,01,Age (years),18 - 24,AGEYR,AGEYR1824,18 - 24,,,,,,
2011,2011,AL,Alabama,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,27.8,27.8,14.4,46.9,58,,"{'latitude': '32.840571122', 'longitude': '-86.631860762', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q036,VALUE,01,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,,2 or more races,,,,,
2011,2011,AL,Alabama,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,35.2,35.2,30.7,40.0,598,,"{'latitude': '32.840571122', 'longitude': '-86.631860762', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q036,VALUE,01,Age (years),25 - 34,AGEYR,AGEYR2534,25 - 34,,,,,,
2011,2011,AL,Alabama,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,35.5,35.5,31.6,39.6,865,,"{'latitude': '32.840571122', 'longitude': '-86.631860762', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q036,VALUE,01,Age (years),35 - 44,AGEYR,AGEYR3544,35 - 44,,,,,,
2011,2011,AL,Alabama,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,38.0,38.0,34.5,41.5,1288,,"{'latitude': '32.840571122', 'longitude': '-86.631860762', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q036,VALUE,01,Age (years),45 - 54,AGEYR,AGEYR4554,45 - 54,,,,,,
2011,2011,AL,Alabama,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,36.4,36.4,33.4,39.5,1676,,"{'latitude': '32.840571122', 'longitude': '-86.631860762', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q036,VALUE,01,Age (years),55 - 64,AGEYR,AGEYR5564,55 - 64,,,,,,
2011,2011,AL,Alabama,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,27.1,27.1,24.9,29.3,2521,,"{'latitude': '32.840571122', 'longitude': '-86.631860762', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q036,VALUE,01,Age (years),65 or older,AGEYR,AGEYR65PLUS,65 or older,,,,,,
2011,2011,AL,Alabama,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,32.9,32.9,18.4,51.7,61,,"{'latitude': '32.840571122', 'longitude': '-86.631860762', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q036,VALUE,01,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,,American Indian/Alaska Native,,,,,
2011,2011,AL,Alabama,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,,,,,,,"{'latitude': '32.840571122', 'longitude': '-86.631860762', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q036,VALUE,01,Race/Ethnicity,Asian,RACE,RACEASN,,Asian,-,Data not available because sample size is insufficient or data not reported.,,,
2011,2011,AL,Alabama,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,26.4,26.4,23.7,29.3,1812,,"{'latitude': '32.840571122', 'longitude': '-86.631860762', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q036,VALUE,01,Education,College graduate,EDU,EDUCOGRAD,,,,,College graduate,,
2011,2011,AL,Alabama,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,23.8,23.8,20.7,27.3,1297,Data not reported,"{'latitude': '32.840571122', 'longitude': '-86.631860762', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q036,VALUE,01,Income,Data not reported,INC,INCNR,,,,,,,
2011,2011,AL,Alabama,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,31.8,31.8,30.0,33.6,4723,,"{'latitude': '32.840571122', 'longitude': '-86.631860762', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q036,VALUE,01,Sex,Female,SEX,FEMALE,,,,,,Female,
2011,2011,AL,Alabama,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,,,,,,,"{'latitude': '32.840571122', 'longitude': '-86.631860762', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q036,VALUE,01,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI,,Hawaiian/Pacific Islander,-,Data not available because sample size is insufficient or data not reported.,,,
2011,2011,AL,Alabama,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,32.8,32.8,30.2,35.6,2402,,"{'latitude': '32.840571122', 'longitude': '-86.631860762', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q036,VALUE,01,Education,High school graduate,EDU,EDUHSGRAD,,,,,High school graduate,,
2011,2011,AL,Alabama,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,28.6,28.6,17.5,43.1,115,,"{'latitude': '32.840571122', 'longitude': '-86.631860762', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q036,VALUE,01,Race/Ethnicity,Hispanic,RACE,RACEHIS,,Hispanic,,,,,
2011,2011,AL,Alabama,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,38.5,38.5,34.4,42.8,1112,"Less than $15,000","{'latitude': '32.840571122', 'longitude': '-86.631860762', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q036,VALUE,01,Income,"Less than $15,000",INC,INCLESS15,,,,,,,
2011,2011,AL,Alabama,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,33.6,33.6,29.9,37.6,1153,,"{'latitude': '32.840571122', 'longitude': '-86.631860762', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q036,VALUE,01,Education,Less than high school,EDU,EDUHS,,,,,Less than high school,,
2011,2011,AL,Alabama,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,32.3,32.3,29.9,34.7,2581,,"{'latitude': '32.840571122', 'longitude': '-86.631860762', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q036,VALUE,01,Sex,Male,SEX,MALE,,,,,,Male,
2011,2011,AL,Alabama,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,40.1,40.1,36.9,43.3,1878,,"{'latitude': '32.840571122', 'longitude': '-86.631860762', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q036,VALUE,01,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,,Non-Hispanic Black,,,,,
2011,2011,AL,Alabama,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,29.8,29.8,28.0,31.6,5042,,"{'latitude': '32.840571122', 'longitude': '-86.631860762', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q036,VALUE,01,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,,Non-Hispanic White,,,,,
2011,2011,AL,Alabama,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,,,,,,,"{'latitude': '32.840571122', 'longitude': '-86.631860762', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q036,VALUE,01,Race/Ethnicity,Other,RACE,RACEOTH,,Other,-,Data not available because sample size is insufficient or data not reported.,,,
2011,2011,AL,Alabama,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,33.8,33.8,31.0,36.8,1925,,"{'latitude': '32.840571122', 'longitude': '-86.631860762', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q036,VALUE,01,Education,Some college or technical school,EDU,EDUCOTEC,,,,,Some college or technical sch,,
2011,2011,AL,Alabama,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,32.0,32.0,30.5,33.5,7304,,"{'latitude': '32.840571122', 'longitude': '-86.631860762', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q036,VALUE,01,Total,Total,OVR,OVERALL,,,,,,,Total
2011,2011,AK,Alaska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,30.2,30.2,24.1,37.2,377,"$15,000 - $24,999","{'latitude': '64.845079957001', 'longitude': '-147.722059036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q036,VALUE,02,Income,"$15,000 - $24,999",INC,INC1525,,,,,,,
2011,2011,AK,Alaska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,32.2,32.2,23.1,42.9,224,"$25,000 - $34,999","{'latitude': '64.845079957001', 'longitude': '-147.722059036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q036,VALUE,02,Income,"$25,000 - $34,999",INC,INC2535,,,,,,,
2011,2011,AK,Alaska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,24.5,24.5,18.3,32.0,397,"$35,000 - $49,999","{'latitude': '64.845079957001', 'longitude': '-147.722059036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q036,VALUE,02,Income,"$35,000 - $49,999",INC,INC3550,,,,,,,
2011,2011,AK,Alaska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,27.8,27.8,23.3,32.9,524,"$50,000 - $74,999","{'latitude': '64.845079957001', 'longitude': '-147.722059036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q036,VALUE,02,Income,"$50,000 - $74,999",INC,INC5075,,,,,,,
2011,2011,AK,Alaska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,26.9,26.9,23.5,30.7,1109,"$75,000 or greater","{'latitude': '64.845079957001', 'longitude': '-147.722059036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q036,VALUE,02,Income,"$75,000 or greater",INC,INC75PLUS,,,,,,,
2011,2011,AK,Alaska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,19.8,19.8,13.4,28.4,212,,"{'latitude': '64.845079957001', 'longitude': '-147.722059036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q036,VALUE,02,Age (years),18 - 24,AGEYR,AGEYR1824,18 - 24,,,,,,
2011,2011,AK,Alaska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,23.3,23.3,16.1,32.4,128,,"{'latitude': '64.845079957001', 'longitude': '-147.722059036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q036,VALUE,02,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,,2 or more races,,,,,
2011,2011,AK,Alaska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,23.5,23.5,18.6,29.2,451,,"{'latitude': '64.845079957001', 'longitude': '-147.722059036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q036,VALUE,02,Age (years),25 - 34,AGEYR,AGEYR2534,25 - 34,,,,,,
2011,2011,AK,Alaska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,29.5,29.5,24.5,35.0,562,,"{'latitude': '64.845079957001', 'longitude': '-147.722059036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q036,VALUE,02,Age (years),35 - 44,AGEYR,AGEYR3544,35 - 44,,,,,,
2011,2011,AK,Alaska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,29.2,29.2,25.2,33.5,735,,"{'latitude': '64.845079957001', 'longitude': '-147.722059036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q036,VALUE,02,Age (years),45 - 54,AGEYR,AGEYR4554,45 - 54,,,,,,
2011,2011,AK,Alaska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,33.4,33.4,29.1,38.0,776,,"{'latitude': '64.845079957001', 'longitude': '-147.722059036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q036,VALUE,02,Age (years),55 - 64,AGEYR,AGEYR5564,55 - 64,,,,,,
2011,2011,AK,Alaska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,29.3,29.3,24.1,35.0,600,,"{'latitude': '64.845079957001', 'longitude': '-147.722059036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q036,VALUE,02,Age (years),65 or older,AGEYR,AGEYR65PLUS,65 or older,,,,,,
2011,2011,AK,Alaska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,30.9,30.9,25.7,36.6,477,,"{'latitude': '64.845079957001', 'longitude': '-147.722059036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q036,VALUE,02,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,,American Indian/Alaska Native,,,,,
2011,2011,AK,Alaska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,,,,,,,"{'latitude': '64.845079957001', 'longitude': '-147.722059036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q036,VALUE,02,Race/Ethnicity,Asian,RACE,RACEASN,,Asian,-,Data not available because sample size is insufficient or data not reported.,,,
2011,2011,AK,Alaska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,22.1,22.1,19.1,25.5,1150,,"{'latitude': '64.845079957001', 'longitude': '-147.722059036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q036,VALUE,02,Education,College graduate,EDU,EDUCOGRAD,,,,,College graduate,,
2011,2011,AK,Alaska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,22.7,22.7,17.5,28.8,434,Data not reported,"{'latitude': '64.845079957001', 'longitude': '-147.722059036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q036,VALUE,02,Income,Data not reported,INC,INCNR,,,,,,,
2011,2011,AK,Alaska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,26.7,26.7,23.9,29.7,1716,,"{'latitude': '64.845079957001', 'longitude': '-147.722059036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q036,VALUE,02,Sex,Female,SEX,FEMALE,,,,,,Female,
2011,2011,AK,Alaska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,,,,,,,"{'latitude': '64.845079957001', 'longitude': '-147.722059036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q036,VALUE,02,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI,,Hawaiian/Pacific Islander,-,Data not available because sample size is insufficient or data not reported.,,,
2011,2011,AK,Alaska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,33.1,33.1,28.8,37.7,981,,"{'latitude': '64.845079957001', 'longitude': '-147.722059036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q036,VALUE,02,Education,High school graduate,EDU,EDUHSGRAD,,,,,High school graduate,,
2011,2011,AK,Alaska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,31.5,31.5,20.4,45.1,84,,"{'latitude': '64.845079957001', 'longitude': '-147.722059036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q036,VALUE,02,Race/Ethnicity,Hispanic,RACE,RACEHIS,,Hispanic,,,,,
2011,2011,AK,Alaska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,33.6,33.6,25.4,42.9,271,"Less than $15,000","{'latitude': '64.845079957001', 'longitude': '-147.722059036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q036,VALUE,02,Income,"Less than $15,000",INC,INCLESS15,,,,,,,
2011,2011,AK,Alaska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,28.8,28.8,21.4,37.6,245,,"{'latitude': '64.845079957001', 'longitude': '-147.722059036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q036,VALUE,02,Education,Less than high school,EDU,EDUHS,,,,,Less than high school,,
2011,2011,AK,Alaska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,28.0,28.0,24.9,31.3,1620,,"{'latitude': '64.845079957001', 'longitude': '-147.722059036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q036,VALUE,02,Sex,Male,SEX,MALE,,,,,,Male,
2011,2011,AK,Alaska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,,,,,,,"{'latitude': '64.845079957001', 'longitude': '-147.722059036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q036,VALUE,02,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,,Non-Hispanic Black,-,Data not available because sample size is insufficient or data not reported.,,,
2011,2011,AK,Alaska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,25.9,25.9,23.6,28.2,2425,,"{'latitude': '64.845079957001', 'longitude': '-147.722059036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q036,VALUE,02,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,,Non-Hispanic White,,,,,
2011,2011,AK,Alaska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,35.5,35.5,22.7,50.9,63,,"{'latitude': '64.845079957001', 'longitude': '-147.722059036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q036,VALUE,02,Race/Ethnicity,Other,RACE,RACEOTH,,Other,,,,,
2011,2011,AK,Alaska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,25.8,25.8,22.3,29.6,954,,"{'latitude': '64.845079957001', 'longitude': '-147.722059036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q036,VALUE,02,Education,Some college or technical school,EDU,EDUCOTEC,,,,,Some college or technical sch,,
2011,2011,AK,Alaska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,27.4,27.4,25.3,29.7,3336,,"{'latitude': '64.845079957001', 'longitude': '-147.722059036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q036,VALUE,02,Total,Total,OVR,OVERALL,,,,,,,Total
2011,2011,AZ,Arizona,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,32.3,32.3,26.7,38.4,1057,"$15,000 - $24,999","{'latitude': '34.86597028', 'longitude': '-111.763811277', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q036,VALUE,04,Income,"$15,000 - $24,999",INC,INC1525,,,,,,,
2011,2011,AZ,Arizona,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,26.5,26.5,19.9,34.3,654,"$25,000 - $34,999","{'latitude': '34.86597028', 'longitude': '-111.763811277', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q036,VALUE,04,Income,"$25,000 - $34,999",INC,INC2535,,,,,,,
2011,2011,AZ,Arizona,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,20.7,20.7,16.4,25.8,834,"$35,000 - $49,999","{'latitude': '34.86597028', 'longitude': '-111.763811277', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q036,VALUE,04,Income,"$35,000 - $49,999",INC,INC3550,,,,,,,
2011,2011,AZ,Arizona,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,25.1,25.1,20.2,30.7,830,"$50,000 - $74,999","{'latitude': '34.86597028', 'longitude': '-111.763811277', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q036,VALUE,04,Income,"$50,000 - $74,999",INC,INC5075,,,,,,,
2011,2011,AZ,Arizona,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,Value,19.7,19.7,16.4,23.5,1179,"$75,000 or greater","{'latitude': '34.86597028', 'longitude': '-111.763811277', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OWS,OWS1,Q036,VALUE,04,Income,"$75,000 or greater",INC,INC75PLUS,,,,,,,
